Date,AAPL,MSFT,GOOGL,AMZN,META,JPM,BAC,WFC,GS,C,XOM,CVX,COP,SLB,OXY,JNJ,PFE,UNH,MRK,ABBV,PG,KO,PEP,WMT,COST
2025-10-07,255.75645446777344,520.682373046875,245.2800750732422,221.77999877929688,711.230224609375,303.3819885253906,49.49162292480469,79.86426544189453,778.2113647460938,96.2608642578125,111.76072692871094,150.33790588378906,92.93524932861328,33.76311492919922,44.64896011352539,185.63809204101562,24.977815628051758,356.40899658203125,85.61320495605469,225.8242950439453,149.2886199951172,65.44866180419922,136.75286865234375,102.62311553955078,910.9395141601562
2025-10-08,257.3320007324219,521.546875,244.14230346679688,225.22000122070312,715.9779052734375,299.7732238769531,49.04876708984375,78.4764404296875,765.2616577148438,95.17816162109375,111.52597045898438,149.2024383544922,91.49090576171875,33.331390380859375,44.363319396972656,186.42431640625,24.41683578491211,362.5441589355469,84.43077850341797,224.28213500976562,147.47804260253906,64.79212188720703,134.85879516601562,102.28514862060547,910.9395141601562
2025-10-09,253.32330322265625,519.1123657226562,241.05833435058594,227.74000549316406,731.6072387695312,301.2522277832031,48.99956512451172,78.63391876220703,768.6616821289062,94.41043853759766,110.44026184082031,147.16441345214844,89.73428344726562,32.507179260253906,43.851131439208984,187.7904052734375,23.99847984313965,360.358642578125,85.50570678710938,223.74868774414062,147.37039184570312,65.03710174560547,140.5604705810547,101.16189575195312,938.9110107421875
2025-10-10,244.5780792236328,507.74432373046875,236.10801696777344,216.3699951171875,703.4703979492188,296.6772155761719,47.87765884399414,76.39961242675781,753.2876586914062,92.4517593383789,108.30794525146484,144.50526428222656,85.52813720703125,31.123685836791992,41.51673889160156,187.4365997314453,23.561105728149414,347.431640625,84.03012084960938,223.5643768310547,146.49937438964844,65.69364929199219,145.7764892578125,101.23148345947266,926.0853271484375
2025-10-13,246.96133422851562,510.81488037109375,243.6732177734375,220.07000732421875,713.8433837890625,303.6580810546875,48.084327697753906,77.67916870117188,775.3829345703125,94.58760833740234,109.78490447998047,147.45555114746094,86.64067077636719,31.663345336914062,41.782684326171875,187.61349487304688,23.513565063476562,351.5086975097656,83.74674224853516,223.37042236328125,144.3462677001953,65.45846557617188,144.62060546875,101.50980377197266,931.6119384765625
2025-10-14,247.07101440429688,510.337890625,244.97068786621094,216.38999938964844,706.811767578125,297.85052490234375,49.294795989990234,83.2304916381836,759.594970703125,98.26875305175781,109.83381652832031,147.89227294921875,86.04537200927734,31.957704544067383,41.64478302001953,187.56436157226562,23.31389617919922,352.7533874511719,82.76951599121094,222.23561096191406,145.9806671142578,66.15421295166016,147.19461059570312,106.56939697265625,942.5156860351562
2025-10-15,248.63658142089844,510.1987609863281,250.53977966308594,215.57000732421875,715.6885986328125,301.4100036621094,51.45003128051758,85.10062408447266,756.805908203125,98.2096939086914,109.16868591308594,147.6205291748047,85.62572479248047,31.957704544067383,41.25079345703125,187.87884521484375,23.190290451049805,353.94903564453125,82.19297790527344,220.9949493408203,144.27774047851562,65.73284149169922,146.8255157470703,108.3785171508789,950.9598999023438
2025-10-16,246.7519073486328,508.3902282714844,250.96896362304688,214.47000122070312,710.2228393554688,294.3600769042969,49.639244079589844,82.6792984008789,747.1085205078125,94.7450942993164,108.21990203857422,147.2323455810547,84.81573486328125,32.301124572753906,40.42341613769531,188.81248474121094,23.038158416748047,349.55841064453125,82.0073013305664,221.6299285888672,146.4113006591797,66.23259735107422,148.29220581054688,105.83382415771484,921.7138061523438
2025-10-17,251.5782470703125,510.347900390625,252.80535888671875,213.0399932861328,715.0602416992188,293.3938293457031,50.46590805053711,81.97061920166016,739.89453125,95.54235076904297,109.78490447998047,148.56192016601562,84.39610290527344,32.016578674316406,40.2855224609375,189.89356994628906,23.304386138916016,349.4897766113281,82.85748291015625,224.26759338378906,148.17291259765625,67.0655288696289,149.30239868164062,107.08628845214844,932.3787231445312
2025-10-20,261.50018310546875,513.53759765625,256.04901123046875,216.47999572753906,730.2706909179688,298.1265869140625,51.21384048461914,84.66753387451172,752.2626953125,97.73725128173828,110.23484802246094,149.92059326171875,84.96211242675781,32.801536560058594,40.4135627746582,190.38494873046875,23.475534439086914,357.2126770019531,84.35260772705078,226.70005798339844,148.7209930419922,67.0655288696289,149.23440551757812,106.41035461425781,932.1596069335938
2025-10-21,262.0286865234375,514.4021606445312,249.97091674804688,222.02999877929688,731.3678588867188,292.9303894042969,50.70209503173828,83.42735290527344,747.985595703125,96.70377349853516,110.24462890625,149.25096130371094,84.3277816772461,32.88984680175781,40.29536819458008,188.57662963867188,23.627662658691406,358.0848693847656,85.62297821044922,226.0455322265625,148.3882293701172,69.7896957397461,148.78758239746094,105.58531188964844,933.543701171875
2025-10-22,257.72088623046875,517.2640380859375,251.19850158691406,217.9499969482422,731.5074462890625,289.9920959472656,50.28876495361328,82.56118774414062,733.8138427734375,94.78446197509766,112.20088195800781,150.97842407226562,85.30368041992188,34.24390411376953,41.10304641723633,189.61839294433594,23.504056930541992,354.2822570800781,85.61320495605469,223.39813232421875,148.95587158203125,69.38792419433594,148.64187622070312,106.49981689453125,940.6934204101562
2025-10-23,258.84765625,517.283935546875,252.58578491210938,221.08999633789062,732.095947265625,290.4161376953125,50.93828582763672,83.13206481933594,739.9044189453125,95.16832733154297,113.44309997558594,151.93919372558594,87.90934753417969,35.33303451538086,42.23577117919922,189.15647888183594,23.456518173217773,353.2630310058594,85.19300079345703,222.97805786132812,148.9656524658203,68.53541564941406,147.16546630859375,106.22148895263672,938.0745239257812
2025-10-24,262.07855224609375,520.314697265625,259.4124450683594,224.2100067138672,736.444580078125,296.2335205078125,51.73542785644531,85.0514144897461,772.5248413085938,97.22543334960938,112.86600494384766,150.96871948242188,85.90874481201172,35.15642166137695,41.9304313659668,187.12208557128906,23.542091369628906,355.2721252441406,85.49594116210938,222.72409057617188,150.28330993652344,68.31002807617188,147.20433044433594,105.53560638427734,928.2063598632812
